0, 0, 93501
0, 1, 847454
0, 2, 318719
0, 3, 2118493
0, 4, 246128
0, 5, 83020
0, 6, 701197
0, 7, 171795
0, 8, 1068933
0, 9, 458218
0, 10, 86741
0, 11, 3619307
0, 12, 895824
0, 13, 2538544
0, 14, 62964
0, 15, 79242
0, 16, 726770
0, 17, 444458
0, 18, 355682
0, 19, 82649
0, 20, 75927
0, 21, 823287
0, 22, 92205
0, 23, 102278
0, 24, 116704
0, 25, 91926
0, 26, 1206616
0, 27, 4473999
0, 28, 1266115
0, 29, 71853
0, 30, 878065
0, 31, 96852
0, 32, 154833
0, 33, 94705
0, 34, 522495
0, 35, 431125
0, 36, 2117586
0, 37, 99667
0, 38, 91926
0, 39, 179814
0, 40, 199628
0, 41, 570032
0, 42, 171629
0, 43, 2824965
0, 44, 681512
0, 45, 100056
0, 46, 94019
0, 47, 262201
0, 48, 308442
0, 49, 86112
0, 50, 3563660
0, 51, 91852
0, 52, 711437
0, 53, 96741
0, 54, 86778
0, 55, 780825
0, 56, 173518
0, 57, 88612
0, 58, 627105
0, 59, 103648
0, 60, 200999
0, 61, 268536
0, 62, 74816
0, 63, 223777
0, 64, 106371
0, 65, 685233
0, 66, 116204
0, 67, 72797
0, 68, 122018
0, 69, 531439
0, 70, 816547
0, 71, 115112
0, 72, 246980
0, 73, 75890
0, 74, 78001
0, 75, 367015
0, 76, 2163511
0, 77, 87222
0, 78, 98964
0, 79, 1804238
0, 80, 2348305
0, 81, 492477
0, 82, 447570
0, 83, 602883
0, 84, 84704
0, 85, 233962
0, 86, 313868
0, 87, 88908
0, 88, 2316471
0, 89, 1358503
0, 90, 87889
0, 91, 304034
0, 92, 91297
0, 93, 548736
0, 94, 361015
0, 95, 97482
0, 96, 1308096
0, 97, 532976
0, 98, 84075
0, 99, 99926
0, 100, 68760
0, 101, 210981
0, 102, 164166
0, 103, 89204
0, 104, 83371
0, 105, 1013933
0, 106, 299757
0, 107, 233850
0, 108, 113908
0, 109, 2490673
0, 110, 478903
0, 111, 651790
0, 112, 90575
0, 113, 87631
0, 114, 77631
0, 115, 81056
0, 116, 79796
0, 117, 77111
0, 118, 75667
0, 119, 92019
0, 120, 247146
0, 121, 124352
0, 122, 80574
0, 123, 725104
0, 124, 98427
0, 125, 110149
0, 126, 82611
0, 127, 103667
0, 128, 86852
0, 129, 2926798
0, 130, 84408
0, 131, 94685
0, 132, 99074
0, 133, 102223
0, 134, 707456
0, 135, 106167
0, 136, 85353
