0, 0, 3849262
0, 1, 24246159
0, 2, 2806813
0, 3, 638211
0, 4, 260383
0, 5, 79061843
0, 6, 1199296
0, 7, 502824
0, 8, 2278468
0, 9, 72978
0, 10, 8340646
0, 11, 32384182
0, 12, 114700
0, 13, 94089
0, 14, 135070
0, 15, 4778750
0, 16, 185718
0, 17, 145385
0, 18, 84978
0, 19, 4591752
0, 20, 970725
0, 21, 1571884
0, 22, 487751
0, 23, 332160
0, 24, 2553242
0, 25, 1879695
0, 26, 1473904
0, 27, 2966625
0, 28, 66978
0, 29, 1022095
0, 30, 2040915
0, 31, 115367
0, 32, 2269412
0, 33, 313734
0, 34, 360789
0, 35, 73349
0, 36, 1397850
0, 37, 80812
0, 38, 1681660
0, 39, 1143797
0, 40, 81922
0, 41, 119200
0, 42, 311086
0, 43, 161459
0, 44, 88330
0, 45, 287179
0, 46, 637323
0, 47, 197310
0, 48, 81182
0, 49, 68256
0, 50, 1060373
0, 51, 454029
0, 52, 736229
0, 53, 1939379
0, 54, 70386
0, 55, 209866
0, 56, 335586
0, 57, 91922
0, 58, 83496
0, 59, 989337
0, 60, 194532
0, 61, 841876
0, 62, 102830
0, 63, 4262348
0, 64, 473714
0, 65, 566805
0, 66, 308308
0, 67, 1238463
0, 68, 2244857
0, 69, 247698
0, 70, 379901
0, 71, 1850677
0, 72, 2523502
0, 73, 79830
0, 74, 452936
0, 75, 332938
0, 76, 2013768
0, 77, 1569051
0, 78, 709600
0, 79, 86033
0, 80, 480232
0, 81, 465010
0, 82, 396641
0, 83, 132422
0, 84, 162884
0, 85, 126404
0, 86, 534509
0, 87, 1430016
0, 88, 87515
0, 89, 78848
0, 90, 92052
0, 91, 175348
0, 92, 195847
0, 93, 1226760
0, 94, 302419
0, 95, 1282981
0, 96, 91275
0, 97, 84015
0, 98, 226587
0, 99, 2440502
0, 100, 1019762
0, 101, 3379527
0, 102, 593323
0, 103, 199958
0, 104, 262365
0, 105, 172051
0, 106, 84904
0, 107, 529324
0, 108, 87441
0, 109, 80163
0, 110, 192514
0, 111, 623582
0, 112, 338197
0, 113, 241272
0, 114, 3706800
0, 115, 82626
0, 116, 81534
0, 117, 1432831
0, 118, 142125
0, 119, 142329
0, 120, 537528
0, 121, 755191
0, 122, 172199
0, 123, 894079
0, 124, 255976
0, 125, 572046
0, 126, 75219
0, 127, 832154
0, 128, 172181
0, 129, 244476
0, 130, 96534
0, 131, 662952
0, 132, 385752
0, 133, 2328911
0, 134, 87404
0, 135, 238568
0, 136, 213310
0, 137, 1377313
0, 138, 392993
0, 139, 85423
0, 140, 126108
0, 141, 80626
0, 142, 412493
0, 143, 4570382
0, 144, 72663
0, 145, 1875455
0, 146, 84292
0, 147, 140588
0, 148, 78774
0, 149, 2746109
0, 150, 221198
0, 151, 404307
0, 152, 2917422
0, 153, 288290
0, 154, 2320745
0, 155, 497973
0, 156, 2165025
0, 157, 1545163
0, 158, 299087
0, 159, 2096007
0, 160, 1786622
0, 161, 301808
0, 162, 136996
0, 163, 85478
0, 164, 479343
0, 165, 201143
0, 166, 5377705
0, 167, 87422
0, 168, 597268
0, 169, 112607
0, 170, 163699
0, 171, 87144
0, 172, 108700
0, 173, 1349128
0, 174, 1619199
0, 175, 1193963
0, 176, 151088
0, 177, 686303
0, 178, 549046
0, 179, 737840
0, 180, 101515
0, 181, 106108
0, 182, 586194
0, 183, 1358720
0, 184, 79126
0, 185, 1468404
0, 186, 77700
0, 187, 443900
0, 188, 126236
0, 189, 81015
0, 190, 83552
0, 191, 85200
0, 192, 83070
0, 193, 138163
0, 194, 157329
0, 195, 116533
0, 196, 80589
0, 197, 868505
